"Simulation","Demand","OrderQuantity","NumberOfOrders","TotalCost"
141,14282.4155366086,660.611165306582,21.6200032434819,9512.80110377339
142,13849.7662147365,650.52846166118,21.2900234670285,9367.61008670677
143,16161.5810037288,702.72759882843,22.998358155668,10119.2775058117
144,16738.2249892624,715.154356131169,23.405052134217,10298.2228336722
145,13276.7414921409,636.928717271838,20.8449409362625,9171.77377033497
146,16866.5223788113,717.889938263643,23.4945797117679,10337.6150920872
147,14003.7623220646,654.135087891436,21.4080586430623,9419.54553429205
148,15916.4017737907,697.376856612183,22.8232434484729,10042.2269262718
149,13870.3630658704,651.01200241315,21.305848455107,9374.57307749823
150,15706.153282467,692.755550284456,22.6719992008983,9975.67978624571
151,16278.769905441,705.270766023205,23.0815889296416,10155.8990798882
152,14139.7917877169,657.304470206471,21.5117840036525,9465.18466629014
153,16111.2261558179,701.631994764831,22.9625021037103,10103.500825123
154,14843.597019848,673.464461735203,22.0406537586304,9697.88795139215
155,15082.1049324678,678.853532811333,22.2170235603082,9775.4906195094
156,15517.1009795174,688.573639880437,22.5351365210724,9915.46024177508
157,15080.1735355494,678.810064847357,22.2156009707081,9774.86468045675
158,14409.2591660491,663.538157806769,21.7157958385949,9554.94982069961
159,14844.0296695438,673.474276468988,22.0409749684438,9698.02928363435
160,16272.4989766586,705.134910177914,23.0771427450002,10153.942757181
161,15748.9458587604,693.698639654998,22.7028639793686,9989.26028097707
162,15717.1015135767,692.996956375564,22.6798997729782,9979.15603595927
163,13515.9042534205,642.639824600725,21.0318497796459,9254.01368864733
164,15427.1854890777,686.575736030046,22.469750501644,9886.69040977801
165,14262.5104838233,660.150666258281,21.6049323477365,9506.16991356165
166,14719.9774325735,670.654246321029,21.948682966405,9657.4208261205
167,13703.709003521,647.089192317756,21.1774654347677,9318.08458033673
168,13749.4802859795,648.168950944139,21.2128030291356,9333.63311320763
169,14938.4344634474,675.612455788579,22.1109518266817,9728.81908354775
170,16423.4268276691,708.397436998292,23.183916216948,10200.9231141162
171,14383.4835972548,662.944417380413,21.6963643107371,9546.39995350113
172,13935.180556508,652.531348314635,21.3555725598471,9396.45167103173
173,15489.689072934,687.96516770096,22.5152228632408,9906.6982373599
174,16066.7644573428,700.663187622901,22.9307957677233,10089.550019784
175,15250.5167037969,682.633160206612,22.3407205990125,9829.91728527036
176,14803.3301819538,672.550374535841,22.0107381431023,9684.72508814056
177,15031.9667291977,677.724220605418,22.1800642092583,9759.22851439583
178,13423.5182499518,640.439722097903,20.959846472327,9222.33222301685
179,16138.806796964,702.232296938796,22.9821483109179,10112.1451663613
180,16109.4676670382,701.593703234054,22.9612489290886,10102.9494276847
181,14041.3914175759,655.013351334442,21.4368018437635,9432.19253523595
182,14967.280843526,676.264450569918,22.1322898622164,9738.20781379103
183,15198.0492925133,681.457894075023,22.3022572996126,9812.99344325493
184,15584.051652073,690.057513102442,22.5836997006357,9936.82802847744
185,15340.661283843,684.647681376046,22.4066504585402,9858.92640678637
186,16765.2713304875,715.731912971285,23.4239538948156,10306.5396302527
187,16590.0677452471,711.982258375574,23.3012375660852,10252.5445248429
188,14897.2029341232,674.67943411605,22.0804165368419,9715.38356374078
189,16411.4882417348,708.139914454872,23.1754882145972,10197.2147912865
190,15472.6020506746,687.585608345178,22.5028009063668,9901.23257948596
191,14932.3577060922,675.47502679277,22.1064541453037,9726.84010487477
192,15103.1163682066,679.326235876684,22.232493860208,9782.29754755788
193,15968.4578702454,698.516346089506,22.8605357049143,10058.6355469256
194,16528.0464110703,710.650152635294,23.2576414003143,10233.3622070433
195,15166.5937895273,680.752320273991,22.2791657668137,9802.83317467174
196,15025.4721615926,677.57779935762,22.1752722356571,9757.12004721942
197,14929.7269858633,675.415523027638,22.1045067471042,9725.98325016191
198,14266.0938486534,660.233590327405,21.6076462295397,9507.36402085606
199,16093.4015329458,701.24376230296,22.949796344845,10097.9102844472
200,13527.3270427742,642.911326656751,21.0407352956722,9257.9233169765
201,14882.2785625536,674.34139469823,22.0693534158814,9710.51579332117
202,14494.6013257717,665.500234655797,21.7800093387922,9583.20374405603
203,16234.4945275908,704.3110062521,23.050178661811,10142.0785506135
204,15534.0981693558,688.950662839054,22.5474754684788,9920.88937550652
205,14392.6356846763,663.15529665101,21.7032658222898,9549.43661679103
206,15585.1682231658,690.082233374945,22.5845087286834,9937.18400060995
207,14043.039034679,655.051779825442,21.4380595048856,9432.74590581801
208,14715.2428971698,670.546383054505,21.9451528917928,9655.86759418685
209,15136.856494053,680.084614201851,22.2573135429886,9793.21820171081
210,14514.614592444,665.959517104985,21.7950404185842,9589.81741524442
211,14858.4876297171,673.802175590268,22.0517062247546,9702.75103369593
212,16208.7460241203,703.752252559691,23.0318922108821,10134.0325048238
213,14346.7408685708,662.097127884662,21.6686348034876,9534.19897753685
214,14906.6107366596,674.892435352165,22.0873874943955,9718.4507833026
215,13371.0518913754,639.186904137938,20.9188451841152,9204.2916502985
216,14411.4714951946,663.589094070991,21.7174628455434,9555.68330333068
217,14856.6927215728,673.761476669516,22.0503742585747,9702.16496890696
218,15263.101484788,682.914757620434,22.3499365249789,9833.97229036247
219,15486.1689737372,687.886991767839,22.5126643752027,9905.57250327304
220,16621.389027254,712.654036375076,23.3232230210874,10262.2181265398
221,15230.9365227646,682.19480241004,22.3263743273287,9823.6049293646
222,15820.4657002005,695.271982696693,22.7543552651712,10011.9164337538
223,13658.8670469553,646.02960667691,21.142788048391,9302.82653871976
224,13589.5623900234,644.388556385946,21.089080889705,9279.19540171391
225,14998.674469861,676.973305436451,22.155488775427,9748.41532973639
226,14390.6423830167,663.109373387976,21.7017628773542,9548.77532141134
227,15032.886024494,677.744943734716,22.1807424215593,9759.52692763301
228,15461.5807413059,687.340677364911,22.4947849741436,9897.70557133895
229,15395.2066909551,685.86377066154,22.4464497900302,9876.43810256973
230,15635.2569300322,691.190260513999,22.6207714767351,9953.13960058251
231,14515.9308749195,665.989713239402,21.7960286568293,9590.25223982615
232,15219.6767607858,681.942593142895,22.3181201963676,9819.97311382972
233,13682.6075606425,646.590795537796,21.1611542494385,9310.9076627486
234,16132.6210978527,702.097707712556,22.9777435827457,10110.2070837345
235,14486.1548331518,665.306301799744,21.7736624378347,9580.4111092818
236,15223.8516179479,682.036117336475,22.321180991706,9821.31986299795
237,15691.4900934689,692.432098342528,22.6614134888166,9971.02207560586
238,15667.9487600456,691.912489189835,22.6444080788183,9963.53969950685
239,15139.3486890204,680.140597842359,22.2591457369956,9794.02436660403
240,15926.8687637935,697.606124823799,22.8307467452587,10045.5283826883
241,14841.7768168849,673.423168548444,22.03930234369,9697.2933291606
242,15818.109254275,695.220200691104,22.7526605794114,10011.1707724465
243,14773.6440094056,671.875679934086,21.9886572034501,9675.00948028444
244,13630.2980606712,645.353633251523,21.1206652575842,9293.09251607949
245,15293.0884594195,683.585279492315,22.371880902376,9843.62781086738
246,15687.644651414,692.347247603158,22.6586365522838,9969.80022424518
247,15858.3721101923,696.104432316267,22.7815991020544,10023.9037151291
248,14955.7976394321,676.004978986851,22.1237980552255,9734.47142085494
249,14361.7104864937,662.442458978589,21.6799365617926,9539.1717482402
250,15700.8691574023,692.639006383123,22.6681850324751,9974.001553103
251,16141.6927067058,702.295080100531,22.9842030281562,10113.0492429182
252,13990.4115892629,653.823198120846,21.397851329645,9415.05431899198
253,14001.6575269431,654.085927126564,21.4064497434659,9418.83761887377
254,14665.1615125763,669.404353234256,21.9077773272925,9639.42235529099
255,15577.1781889152,689.9053188819,22.5787187931243,9934.63643043703
256,14177.9174678183,658.190031198481,21.5407660337883,9477.93675206249
257,15220.1476247161,681.953141970307,22.3184654311319,9820.12501703524
258,14437.5520073512,664.189272576803,21.7371050744902,9564.32587894082
259,16508.3606703409,710.226816254963,23.2437867629241,10227.266164879
260,14868.1807943493,674.021922268999,22.0588979425146,9705.91538768999
261,15630.6016575478,691.087354731986,22.6174036473429,9951.65775648573
262,13388.1832746588,639.596245698859,20.9322418083148,9210.18616686104
263,15388.7575623147,685.72009982714,22.4417478300461,9874.36924136556
264,14781.2431961691,672.048455496146,21.9943116828633,9677.49744980217
265,14804.8561624261,672.585038076099,22.0118725875538,9685.22424340974
266,14644.0299157944,668.92189439387,21.8919877470355,9632.47494398367
267,15254.3021118514,682.717874817775,22.3434930803928,9831.13717637439
268,14992.7735065182,676.840120824734,22.1511300013502,9746.49747023512
269,14196.8041218159,658.628278330239,21.5551086840787,9484.24751447502
270,15317.8855558887,684.139257006681,22.3900110964384,9851.60509166455
271,15961.7361165617,698.369313833415,22.8557237558825,10056.5182858947
272,15625.5035408013,690.974642204047,22.6137148694193,9950.03469514138
273,16130.5692106976,702.05305679142,22.9762822833061,10109.5641112256
274,13908.365067021,651.903212791212,21.3350153736326,9387.4065142959
275,14879.3760498478,674.275632633984,22.0672012003803,9709.56881904834
276,14887.3526083993,674.456341662325,22.0731153208622,9712.17103055842
277,15388.8889678622,685.723027521439,22.4418436456563,9874.41140019874
278,16018.9749008865,699.620371370555,22.8966673304628,10074.5334865698
279,15754.1004402475,693.812153014873,22.7065789663529,9990.89487430473
280,14641.7922783424,668.870786161968,21.8903151120683,9631.7389850212
281,15043.6435676048,677.987397585923,22.1886772839288,9763.01826508298
282,14513.1815799233,665.92669218608,21.7939628343774,9589.34400730281
283,15564.3121840448,689.620345780723,22.5693923899887,9930.53281541872
284,14612.5618939156,668.202746735269,21.8684552934123,9622.11994104465
285,13492.9002018196,642.092705432741,21.0139440732721,9246.13517523561
286,16301.4458199597,705.761807617752,23.0976593576011,10162.9700735201
287,16696.4479567678,714.261342820685,23.3758247238076,10285.3631075466
288,14054.9259657951,655.328959998988,21.4471308666365,9436.73730265275
289,14080.3629118606,655.921706726811,21.466529873092,9445.27286051329
290,16610.0250097149,712.410374476013,23.3152486331096,10258.7093955114
291,15308.5570856945,683.930907728788,22.3831923849318,9848.60486033227
292,15577.6450991918,689.915658408048,22.5790571779986,9934.78531969763
293,14438.5307124422,664.211784496961,21.7378418291346,9564.65005078774
294,14936.6300291927,675.571650496973,22.1096163792616,9728.23148701577
295,14968.9131041924,676.301324638727,22.1334966513464,9738.73880069505
296,14510.7685338333,665.871278882193,21.7921526187354,9588.54678407357
297,15948.0327117038,698.069468372839,22.8459106639884,10052.2005183619
298,15702.6753250083,692.678844478022,22.6694888261548,9974.5752219958
299,14175.5635101111,658.135389360064,21.5389777533383,9477.14990912689
300,15187.0176601533,681.210528344603,22.2941616845808,9809.43137468892
301,14311.6128518933,661.286058645764,21.642090687957,9522.51957360005
302,15619.1781189383,690.83477004105,22.6091372297462,9948.02053483972
303,14241.7827297604,659.670792529271,21.5892273707547,9499.25972777679
304,13456.5017069566,641.226064507076,20.985581297761,9233.65554995837
305,15031.2666113169,677.708437837725,22.1795476817069,9759.00124240714
306,15173.2593070793,680.901894576339,22.2840609314506,9804.98704586879
307,14045.3642773171,655.10600919893,21.4398342865026,9433.52680926287
308,14540.8416113129,666.560919233657,21.8147226933593,9598.47761102138
309,14236.2380002455,659.542365834733,21.5850243103455,9497.41038228608
310,15842.3269642206,695.752191959096,22.7700712226459,10018.8314510876
311,15644.3816935351,691.391920903437,22.6273712789307,9956.04351186949
312,14890.0433115445,674.517288654724,22.0751099519504,9713.04866774309
313,15372.1687378686,685.350402963022,22.4296486460197,9869.04560345809
314,14066.8447015854,655.606764138313,21.456222649066,9440.73768459038
315,16159.4618385703,702.681525173022,22.996850293725,10118.6140458653
316,15097.1346919987,679.191697101193,22.2280907679433,9780.36018807611
317,15051.400693004,678.16217413709,22.1943972504155,9765.53504887846
318,15883.0466490812,696.645744925919,22.7993162446865,10031.6989372976
319,15580.9550343305,689.988951046937,22.5814558489511,9935.84073430719
320,14680.21249828,669.747772754498,21.9190165245405,9644.36759923129
321,15645.8830909823,691.425096664775,22.6284570323717,9956.52124310815
322,16374.4275598615,707.339895755326,23.1493058119905,10185.6945280763
323,16036.7242449742,700.007861295151,22.9093487826024,10080.1133334976
324,14088.0283143591,656.100225455911,21.4723723110591,9447.84353171556
325,15262.2178890764,682.894990048452,22.3492895854947,9833.68763715768
326,15445.8926668762,686.991884375547,22.4833699177043,9892.6829493989
327,13706.6215439809,647.157953713572,21.1797158102261,9319.07474498747
328,15510.0338047247,688.416818654329,22.530004184155,9913.20201482528
329,14961.426038602,676.132169316146,22.1279606526255,9736.30296265385
330,15083.4705116376,678.884264818786,22.2180293362136,9775.93316066225
331,15152.2797883925,680.431002778277,22.268649909431,9798.2062000784
332,14197.8388622835,658.652280089091,21.5558941971067,9484.59314000493
333,13995.438443402,653.940649163849,21.4016951864012,9416.74561498797
334,15355.3888771851,684.976245691086,22.4174034848359,9863.65773563971
335,16080.5181160439,700.963018790446,22.9406083987023,10093.8675830057
336,13550.6953940199,643.466401300993,21.0589012365251,9265.91636140268
337,15875.9445042546,696.489973754024,22.7942182981968,10029.4558366323
338,13563.887426504,643.779542438441,21.0691495028377,9270.42559618108
339,15087.3145619549,678.970766709497,22.2208603104853,9777.17878861515
340,15695.9592479174,692.530698406377,22.6646404037197,9972.44191734425
341,14900.2556081485,674.748556811631,22.0826787367375,9716.37893112599
342,14543.2274420483,666.615600918123,21.8165122778676,9599.26502774136
343,15341.2411669493,684.660621223561,22.4070739449465,9859.11274069787
344,16677.794470755,713.862209410125,23.3627642014222,10279.6160320658
345,14535.7375057682,666.443921397453,21.8108936687254,9596.79284118125
346,14714.2258814871,670.523210907534,21.9443945297163,9655.53391507184
347,14942.5310041917,675.705085393193,22.1139833445188,9730.15295062512
348,16567.9439498335,711.507365567406,23.2856956254009,10245.7060696735
349,14335.1383984256,661.829348891028,21.6598711169968,9530.3429577547
350,16732.8110029865,715.038689532033,23.4012665999059,10296.5572166099
351,15442.5612949518,686.917795179588,22.4809451776024,9891.61606436556
352,16972.1046298455,720.133380224812,23.5680015618039,10369.9206812155
353,14779.1573373451,672.001035708716,21.9927597607918,9676.81460447696
354,14347.6339842851,662.117736042618,21.6693092531229,9534.49573519388
355,14822.6739220553,672.989646793943,22.0251143426487,9691.0506122991
356,14724.2004967196,670.750442496911,21.951831208501,9658.80605184798
357,15704.9063261427,692.728049834717,22.6710991851562,9975.28377954432
358,13716.7392039681,647.396762115714,21.1875313666095,9322.51358788722
359,14868.2430742169,674.02333393864,22.0589441426822,9705.9357157483
360,15959.3304686939,698.316684951343,22.8540013615826,10055.7604311978
361,15248.545060453,682.589032133791,22.3392764058714,9829.281840655
362,15434.1530918583,686.730762497875,22.4748241009606,9888.92279219603
363,14041.3781334701,655.013041491459,21.436791703411,9432.18807348892
364,14975.6792251993,676.454155269398,22.1384983868349,9740.93956304335
365,13274.7376085575,636.880649014424,20.8433677944215,9171.08158767658
366,15625.8163477775,690.981558476855,22.6139412204022,9950.13428952184
367,14572.4400453195,667.284771402787,21.8384124287519,9608.90108842548
368,15280.1854493502,683.296843191907,22.3624411580352,9839.47432574948
369,14290.4132297506,660.796099816463,21.6260556527495,9515.46416228342
370,16067.6022143573,700.681454480369,22.9313935906484,10089.8130622013
371,13519.1874477951,642.717872799064,21.0344040829586,9255.13758240415
372,15011.4222740096,677.260933686194,22.1649020744567,9752.55717892107
373,15012.9311122711,677.294969465616,22.1660159739799,9753.04729442802
374,14827.7375002119,673.104587008637,22.0288760266934,9692.70575233473
375,15043.8043028131,677.991019583453,22.1887958221862,9763.07042188183
376,13438.316751511,640.792645261588,20.9713966770408,9227.4143148324
377,15380.6075888955,685.538495257133,22.4358044009279,9871.75413405549
378,16002.964637801,699.270663501314,22.8852223796615,10069.497700735
379,13693.1187897336,646.839109156695,21.1692808859158,9314.48338082967
380,14404.7206847957,663.433652399849,21.7123756575948,9553.44494194976
381,15527.0779145111,688.794968157261,22.5423800003226,9918.64737080325
382,15528.6547073137,688.82994121355,22.5435245743761,9919.15098310029
383,14633.1541962127,668.673453433475,21.8838569425405,9628.89739207994
384,16521.3193380061,710.50551715634,23.2529078790682,10231.2794569207
385,14905.296739077,674.862689286423,22.0864139856914,9718.02243971436
386,13586.1073819891,644.306636601986,21.0863998757501,9278.01575619933
387,13868.4044967371,650.966037634788,21.3043441515418,9373.91118430968
388,16657.284342101,713.42314020966,23.3483936856966,10273.2932203628
389,16272.2268909846,705.129015014601,23.0769498127199,10153.8578669035
390,14345.581175811,662.070367648619,21.6677590129281,9533.81362991423
391,14205.9979691856,658.841507463117,21.5620871002589,9487.3180157914
392,14171.9256819256,658.050936429122,21.5362138360121,9475.93378621234
393,15415.3680284888,686.312722039041,22.4611427611157,9882.90300612655
394,14651.4656081555,669.091699535924,21.8975450126158,9634.92013943413
395,14868.3706569152,674.02622578922,22.0590387851834,9705.97735842272
396,15155.4932273387,680.503150543841,22.271011111744,9799.24512849933
397,15626.8425764848,691.004248269046,22.6146837962716,9950.46102271688
398,15506.1606860576,688.330858656997,22.527190944645,9911.96419015228
399,15184.1892326387,681.147091164423,22.2920855562655,9808.51787876225
400,15957.2751164241,698.271716415313,22.8525296690281,10055.1128853764
401,14125.0758046201,656.962336662193,21.5005868926747,9460.25794035623
402,14132.096472073,657.125583168029,21.5059295118926,9462.60869142618
403,13746.9649396396,648.109659862881,21.2108625915991,9332.77932116455
404,15316.9004453138,684.117257781321,22.3892911209235,9851.28830262867
405,14422.6329389398,663.846013522292,21.7258711284789,9559.38294562586
406,13978.4659660515,653.544007293005,21.3887141647135,9411.03396874661
407,14528.9193981007,666.287602639804,21.80577777605,9594.54184973759
408,16226.971898396,704.147807790462,23.0448376304891,10139.7284947989
409,14876.9618529356,674.220929426137,22.0654109115214,9708.7810924029
410,14467.9833266543,664.888889280761,21.7600016482528,9574.40036543708
411,15197.4293373977,681.443995009657,22.3018024205824,9812.79329659767
412,14724.6858335764,670.761496986362,21.9521929921923,9658.96523658412
413,14329.8951161723,661.708301105237,21.655909548418,9528.59986860966
414,14323.251591188,661.554895138427,21.6508889835831,9526.39082138495
415,15343.109072683,684.702301091665,22.4084380149161,9859.71293114154
416,15183.9797968562,681.142393614335,22.2919318180824,9808.45023400134
417,15456.5260362211,687.228315426618,22.4911076701286,9896.08755849993
418,16729.0023563189,714.957309167988,23.3986031638543,10295.3853220575
419,15692.7145644478,692.459114449873,22.6622976533639,9971.41110777915
420,15426.0280213305,686.549979429891,22.4689075573787,9886.31951451853
421,15675.0763494799,692.069851986921,22.6495581399436,9965.80572509343
422,14601.0739313971,667.940085294786,21.8598557757663,9618.33688479104
423,14982.2017148105,676.601450165571,22.1433189526038,9743.06061076495
424,14168.1576236419,657.963448751733,21.5333505995224,9474.67396290739
